,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes,inadimplente
1985,0.0049,64,0,0.2765,800,11,0,2,0,0,0
1986,0.0207,75,0,0.0036,7500,3,0,0,0,1,0
1987,0.2434,52,0,0.6332,3750,17,0,1,0,3,0
1988,0.1224,72,0,0.3413,5420,9,0,2,0,1,0
1989,0.0072,86,0,0.0025,7735,7,0,0,0,0,0
1990,0.8827,62,0,0.5182,3000,10,0,2,0,0,0
1991,0.2032,55,0,0.2522,7259,10,0,1,0,2,0
1992,0.5136,71,2,0.392,0,8,0,0,0,0,0
1993,0.001,64,0,0.48,0,9,0,0,0,0,0
1994,0.9752,57,0,0.1364,4367,8,1,2,0,1,0
1995,0.0,53,0,0.1549,12000,6,0,1,0,1,0
1996,0.0,49,0,0.3113,2000,6,0,1,0,0,0
1997,0.1844,33,0,0.389,7100,6,0,1,0,0,0
1998,0.1607,58,0,0.0866,6700,3,0,0,0,0,0
1999,0.149,37,0,0.5877,10833,16,0,3,0,2,0
2000,0.2957,50,0,0.1354,13961,6,0,2,0,1,0
2001,0.6495,45,0,0.0851,10000,2,0,0,0,3,0
2002,0.9804,32,0,0.2034,2300,4,0,0,0,0,0
2003,0.0413,38,0,0.0854,5000,7,0,0,0,0,0
2004,0.0233,60,1,0.248,15566,19,0,1,0,1,0
2005,0.0,63,0,0.0,5667,7,0,0,0,0,0
2006,0.0789,41,0,0.2555,11263,6,0,1,0,2,0
2007,0.5902,65,3,0.4409,5345,7,0,1,0,0,0
2008,0.3503,71,0,0.3802,11440,12,0,1,0,0,0
2009,0.0,22,0,0.1398,800,2,0,0,0,0,0
2010,0.3943,53,0,0.687,9100,9,0,3,0,2,0
2011,0.061,58,0,0.2209,11666,15,0,2,0,1,0
2012,1.0,23,0,0.011000000000000001,820,1,0,0,0,0,0
2013,0.3873,76,2,0.4837,5500,9,0,2,0,0,0
2014,0.0212,58,0,0.2781,11140,8,0,1,0,2,0
2015,1.0,44,0,0.3358,1500,0,0,0,0,2,0
2016,0.0708,58,0,0.2179,12400,7,0,1,0,1,0
2017,0.0243,31,0,0.0833,7573,5,0,0,0,0,0
2018,0.0001,69,1,0.1751,16483,12,0,2,0,0,0
2019,0.7748,63,0,0.8829,4379,22,0,2,0,0,0
2020,0.8025,47,0,0.4981,5329,10,0,1,0,3,0
2021,0.2828,41,1,0.1498,8094,19,0,0,1,2,0
2022,0.2133,26,0,0.0117,3917,1,0,0,0,0,0
2023,0.0,71,0,0.1611,5003,9,1,2,0,0,0
2024,0.018000000000000002,43,0,0.2584,12032,11,0,1,0,3,0
2025,0.0006,53,0,0.3513,2800,8,0,1,0,0,0
2026,0.1937,54,0,0.3625,800,11,0,1,0,0,0
2027,0.4734,81,0,0.3956,7900,11,0,1,0,1,0
2028,0.2631,29,0,0.3978,2400,6,0,1,0,1,0
2029,0.0185,61,0,0.1782,9083,10,0,1,0,0,0
2030,1.0,23,0,0.0,1200,1,0,0,0,0,0
2031,0.0355,76,0,0.016,3500,4,0,0,0,0,0
2032,0.0657,35,0,0.4589,4800,15,0,1,0,1,0
2033,0.1799,54,0,0.2519,26000,5,0,2,0,1,0
2034,0.0054,53,0,0.3676,11397,11,0,2,0,2,0
2035,0.4049,60,0,0.1328,3727,5,0,0,0,4,0
2036,0.1,51,0,0.1118,12483,3,0,1,0,0,0
2037,0.4656,62,0,0.6856,3800,14,0,0,0,0,0
2038,0.2259,46,0,0.3145,4854,2,0,1,0,2,0
2039,0.0736,54,0,0.0148,3233,4,0,0,0,0,0
2040,0.27899999999999997,42,0,0.26899999999999996,3612,13,0,0,0,0,0
2041,0.0,50,0,0.3563,12500,8,0,2,0,0,0
2042,0.2745,59,0,0.0273,1500,1,0,0,0,2,0
2043,0.6817,56,0,0.7715,12994,9,0,6,0,1,0
2044,0.9468,33,0,0.2089,3000,2,1,0,0,0,0
2045,0.0472,56,0,0.1622,4500,2,0,1,0,0,0
2046,0.0866,41,0,0.1319,1500,6,0,0,0,0,0
2047,0.0952,61,0,0.1781,15000,13,0,2,0,2,0
2048,0.1092,37,6,0.4285,3000,14,1,0,2,2,1
2049,0.3895,44,3,0.5128,4100,11,0,2,0,1,0
2050,0.6914,34,0,0.77,7243,12,0,4,1,1,0
2051,0.2152,61,0,0.6996,1750,13,0,1,0,0,0
2052,0.0038,59,0,0.1223,6024,16,0,0,0,0,0
2053,0.0336,47,0,0.3002,3550,11,0,1,0,0,0
2054,0.0,49,0,0.1133,150000,10,0,5,0,3,0
2055,0.2832,70,1,0.3282,3000,8,0,0,0,0,0
2056,0.6833,35,0,0.4328,5350,12,0,1,0,0,0
2057,0.8816,43,0,0.0288,5000,4,0,0,1,5,0
2058,0.9558,47,1,0.3594,3583,7,0,0,0,0,0
2059,0.0256,46,0,0.6634,6235,12,0,2,0,1,0
2060,0.0413,46,0,0.28300000000000003,0,16,0,2,0,0,0
2061,0.0,69,0,0.0,8675,1,0,0,0,0,0
2062,0.0247,40,0,0.2699,5416,4,0,1,0,0,0
2063,0.3579,79,0,0.4792,10834,12,0,2,0,0,0
2064,0.16399999999999998,44,0,0.3088,4420,5,0,2,0,1,0
2065,0.8368,33,0,0.1386,2000,10,0,1,0,1,0
2066,0.0155,26,0,0.165,1,3,0,0,0,0,0
2067,0.0343,45,0,0.1481,4673,9,0,1,0,3,0
2068,0.6411,53,0,0.3331,5300,9,0,2,0,1,0
2069,0.1175,42,0,0.6831,5000,25,0,2,0,2,0
2070,0.1882,26,0,0.2064,6592,17,0,1,0,2,0
2071,0.9695,30,0,0.131,4000,2,0,0,0,2,0
2072,0.0069,41,1,0.0693,5900,5,0,0,0,3,0
2073,0.2263,55,0,0.4273,10583,19,0,4,0,1,0
2074,0.318,59,0,0.4813,3720,10,0,0,0,0,0
2075,0.1272,62,0,0.2956,4200,15,0,0,0,1,0
2076,0.079,45,0,0.0314,5000,2,0,0,0,0,0
2077,0.1014,38,5,0.7065,6200,14,0,2,1,1,0
2078,0.1085,59,0,0.3924,1816,9,0,0,0,0,0
2079,1.0,41,0,0.0,0,0,0,0,0,0,0
2080,0.0,56,0,0.1635,8300,7,0,1,0,0,0
2081,1.0,32,0,0.0124,5400,0,0,0,1,0,0
2082,0.5149,46,4,0.447,4800,9,0,1,1,2,0
2083,0.0,54,0,0.4541,6399,15,0,1,0,2,0
2084,0.7425,45,1,0.5534,8339,7,0,1,0,1,0
2085,0.0129,66,0,0.46399999999999997,3499,9,0,1,0,0,0
2086,0.0426,37,0,0.1859,7182,8,0,1,0,2,0
2087,0.1413,39,0,0.2633,2080,4,0,0,0,0,0
2088,0.9166,52,3,0.8037,5200,17,0,2,1,0,0
2089,0.33299999999999996,56,1,0.535,11250,16,0,2,0,2,0
2090,0.2823,36,0,0.1753,4163,7,0,0,1,1,0
2091,0.7191,43,0,0.3694,4677,5,0,1,0,2,0
2092,0.0007,30,1,0.2824,2800,6,0,0,0,1,0
2093,0.0356,59,0,0.4506,3987,3,0,1,0,0,0
2094,0.1642,49,0,0.1503,7200,2,0,1,0,0,0
2095,1.0,42,98,0.0,3830,0,98,0,98,0,1
2096,0.2693,24,0,0.6821,820,3,0,0,0,0,0
2097,0.0,48,0,0.4072,8790,5,0,3,0,2,0
2098,0.0064,55,0,0.2163,6558,6,0,1,0,0,0
2099,0.0245,62,0,0.2061,5700,6,0,1,0,1,0
2100,1.0,35,1,0.1627,2875,5,0,0,1,0,0
2101,0.6203,59,0,0.2313,12946,15,0,1,0,1,0
2102,0.015,47,0,0.1189,19666,10,0,1,0,1,0
2103,0.0454,53,0,0.1523,3225,13,0,3,0,2,0
2104,0.1012,53,0,0.1247,4000,4,0,0,0,1,0
2105,0.0062,39,0,0.0666,2191,15,0,0,0,1,0
2106,0.3965,62,0,0.0761,9000,7,0,0,0,1,0
2107,0.6673,50,0,0.3939,3000,4,0,0,0,0,0
2108,0.0,52,0,0.1062,4999,3,1,0,0,0,0
2109,0.1159,50,0,0.1779,7215,6,0,1,0,0,0
2110,0.6198,56,3,0.9062,6000,16,0,3,0,1,0
2111,0.0,50,0,0.2813,5694,8,0,2,0,0,0
2112,0.0641,57,0,0.2012,7500,9,0,1,0,1,0
2113,0.8017,47,0,0.5865,15000,20,0,2,0,1,0
2114,0.1247,64,0,0.4083,7800,22,0,1,0,2,0
2115,0.2392,75,0,0.406,4950,8,0,1,0,0,0
2116,0.7156,44,1,0.5899,742,9,0,2,0,2,0
2117,0.0101,56,0,0.3545,10000,19,0,2,0,0,0
2118,0.1475,40,0,0.0412,3200,2,0,0,0,0,0
2119,0.0,52,0,0.5358,9916,11,0,3,0,1,0
2120,0.0035,37,6,0.6965,6667,17,0,2,0,2,0
2121,0.1006,29,0,0.4369,3000,8,0,0,1,1,0
2122,0.534,28,0,0.1296,0,8,0,0,0,1,0
2123,0.0848,51,0,0.7609999999999999,5116,11,0,3,0,0,0
2124,0.0,79,0,0.0557,4000,11,0,0,0,0,0
2125,0.6727,57,0,0.4474,5258,9,0,1,0,1,0
2126,0.6784,47,1,0.6202,8450,10,0,2,0,0,0
2127,0.1146,33,0,0.6781,4833,8,0,2,0,0,0
2128,0.0088,74,0,0.4823,16483,25,0,2,0,0,0
2129,0.5660000000000001,52,0,0.1304,11111,9,0,0,0,0,0
2130,0.2805,82,0,0.6082,3064,7,0,1,0,0,0
2131,0.18899999999999997,30,0,0.0203,3995,5,0,0,0,0,0
2132,1.0,59,0,0.1304,14166,6,0,1,0,0,0
2133,0.0196,62,0,0.9089,800,14,0,2,0,0,0
2134,0.0454,76,0,0.0629,10500,12,0,0,0,0,0
2135,0.054000000000000006,32,0,0.002,3516,6,0,0,0,0,0
2136,1.0,56,0,0.0,1744,1,0,0,0,0,0
2137,0.368,55,0,0.4454,4166,9,0,2,0,1,0
2138,0.021,30,0,0.0422,9083,5,0,0,0,1,0
2139,1.0,23,0,0.1079,1000,1,0,0,0,0,0
2140,0.0445,63,0,0.2635,9350,11,0,2,0,0,0
2141,0.105,45,0,0.0088,2600,1,3,0,0,2,0
2142,0.0,65,0,0.2098,5833,5,0,1,0,1,0
2143,0.6673,29,0,0.162,4480,8,0,0,0,0,0
2144,0.6169,63,0,0.7472,4583,9,0,2,0,0,0
2145,0.2953,26,0,0.184,5417,10,0,0,0,0,0
2146,0.5893,59,0,0.2623,4201,10,0,0,0,0,0
2147,0.0395,56,0,0.3259,10960,13,0,1,0,3,0
2148,0.8739,34,0,0.2883,6566,8,0,0,0,4,0
2149,0.005,49,0,0.2759,8467,13,0,2,0,3,0
2150,0.0064,53,0,0.0006,1700,5,0,0,0,0,0
2151,0.2462,51,0,0.3616,11500,14,0,2,0,0,0
2152,0.1365,60,0,0.583,4416,21,0,2,0,0,0
2153,0.0234,46,0,0.1139,8583,8,0,1,0,3,0
2154,1.0,46,0,0.0,4600,1,0,0,0,3,0
2155,0.7275,44,3,0.7781,7100,8,0,1,1,3,0
2156,0.0143,84,0,0.1188,6641,12,0,1,0,0,0
2157,0.7768,46,0,0.2521,8100,8,0,0,0,2,0
2158,0.1713,36,0,0.2417,9700,5,0,2,0,0,0
2159,0.6829,43,0,0.3263,9499,4,0,2,0,3,0
2160,0.8393,61,0,0.27399999999999997,10750,9,0,2,0,1,0
2161,0.1009,34,0,0.3721,4291,8,0,1,0,0,0
2162,0.0088,47,0,0.1065,4000,4,0,0,0,0,0
2163,0.2044,67,0,0.6247,8100,16,0,2,0,1,0
2164,0.013000000000000001,36,0,0.3919,4666,10,0,1,0,0,0
2165,0.0833,34,0,0.3259,6550,8,0,1,0,0,0
2166,0.0,64,0,0.0105,2094,5,0,0,0,0,0
2167,0.1758,60,0,0.1983,2980,5,0,0,0,1,0
2168,0.3902,33,0,0.3517,4309,5,0,0,0,0,0
2169,0.0011,46,0,0.0003,3944,5,0,0,0,0,0
2170,0.0668,48,0,0.2695,3083,12,0,2,0,2,0
2171,1.0,56,0,0.1256,10833,2,0,0,0,2,0
2172,0.0533,56,0,0.3008,22500,21,0,3,0,1,0
2173,0.1822,71,0,0.3891,3476,14,0,1,0,0,0
2174,0.8607,56,0,0.2274,8800,4,0,0,0,1,0
2175,0.3393,60,0,0.2635,13250,10,0,2,0,0,0
2176,1.0,34,1,0.2725,2245,2,0,0,0,1,0
2177,0.1089,54,0,0.0087,16270,6,0,0,0,0,0
2178,0.0002,47,0,0.1628,6750,5,0,1,0,1,0
2179,0.0868,63,0,0.618,931,9,0,1,0,0,0
2180,0.0204,67,0,0.6366,4152,6,0,1,0,0,0
2181,0.0012,62,0,0.0365,13192,9,0,1,0,1,0
2182,0.4162,25,0,0.7709999999999999,820,6,0,0,0,0,0
2183,0.7371,49,0,0.1209,3600,14,0,2,0,2,0
2184,0.5661,52,1,0.9626,5234,18,1,2,0,4,0
2185,0.2515,69,1,0.2581,3335,2,0,1,0,0,0
2186,0.0058,45,0,0.0018,6000,7,0,0,0,0,0
2187,0.6682,57,2,0.4544,9583,5,3,2,1,1,1
2188,0.015,33,0,0.5314,4500,9,0,2,0,1,0
2189,0.6743,40,0,0.4096,6800,11,0,2,0,3,0
2190,0.4017,43,0,0.5189,6000,9,0,1,0,2,0
2191,0.0343,47,0,0.2019,3500,10,0,1,0,0,0
2192,0.5357,50,0,0.191,22533,15,0,2,1,2,0
2193,0.10400000000000001,43,0,0.4269,9583,11,0,2,0,2,0
2194,1.0,56,0,0.8354,2490,3,0,2,0,0,0
2195,0.9404,34,2,0.1242,3300,6,1,0,0,0,0
2196,0.0048,48,0,0.2752,6666,3,0,1,0,0,0
2197,0.038,40,1,0.5491,1800,12,1,1,0,0,0
2198,0.3845,43,0,0.5456,4035,7,0,1,0,1,0
2199,0.0535,51,0,0.2906,12000,9,0,2,0,4,0
2200,0.1926,81,1,0.6109,3250,10,0,1,0,0,0
2201,0.1066,60,0,0.1983,5350,11,0,1,0,0,0
2202,0.1948,39,2,0.3688,26000,14,0,4,0,2,0
2203,0.1048,50,0,0.3111,11224,18,0,2,0,1,0
2204,0.0,55,0,0.0296,5579,13,0,0,0,0,0
2205,0.0414,49,1,0.424,4900,16,0,2,1,1,0
2206,0.0098,47,0,0.004,10166,3,0,0,0,0,0
2207,0.2571,34,2,0.6661,1775,6,0,1,0,4,0
2208,0.0,53,1,0.3158,10000,11,0,2,0,0,0
2209,0.0159,54,0,0.2334,8500,13,0,1,0,0,0
2210,0.0581,57,0,0.5975,3500,4,0,1,0,1,0
2211,0.1467,54,0,0.2806,3139,6,0,1,0,1,0
2212,0.0093,58,0,0.0658,18467,7,0,2,0,2,0
2213,0.7224,50,0,0.2358,5270,9,0,0,0,0,0
2214,0.7336,60,0,0.1174,3500,5,0,0,0,0,0
2215,0.0,41,0,0.3279,5000,7,0,2,0,1,0
2216,0.0486,37,0,0.1704,6167,4,0,1,0,3,0
2217,0.2766,38,0,0.5597,6100,17,0,1,0,2,0
2218,0.5183,30,0,0.5769,3625,8,0,2,0,0,0
2219,0.2306,51,0,0.1018,6000,4,0,1,0,0,0
2220,0.0721,48,0,0.4264,5900,5,0,2,1,2,0
2221,0.5589,25,0,0.0848,4750,3,1,0,0,1,0
2222,0.0239,78,0,0.0219,1416,6,0,0,0,0,0
2223,0.1376,22,0,0.0512,1600,2,0,0,0,0,0
2224,0.0019,60,0,0.0003,7900,4,0,0,0,2,0
2225,0.0742,43,0,0.0192,3644,4,0,0,0,2,0
2226,0.4704,59,0,0.1092,14583,9,0,0,0,3,0
2227,0.0492,41,0,0.4146,25000,11,0,3,0,1,0
2228,1.0,68,0,0.3919,5000,2,0,1,0,0,0
2229,0.0013,46,0,0.384,4642,30,0,2,0,3,0
2230,0.7623,42,0,0.3633,5584,5,0,0,0,0,0
2231,0.5475,51,0,0.0759,14235,5,0,2,0,7,0
2232,0.9417,29,0,0.1354,1638,7,0,1,0,1,0
2233,0.1139,48,0,0.6777,1364,7,0,0,0,0,0
2234,0.0293,57,0,0.6447,9560,19,0,6,0,0,0
2235,0.9940000000000001,56,0,0.0978,6225,3,0,0,0,0,0
2236,0.738,34,0,0.2623,8100,5,0,1,0,0,0
2237,1.0,54,0,0.2171,7660,5,0,1,0,0,0
2238,0.579,47,0,0.2881,10416,12,0,1,0,0,0
2239,0.0038,81,0,0.075,3000,9,0,1,0,0,0
2240,0.6837,68,1,0.645,2199,7,0,1,0,0,0
2241,0.5215,52,0,0.5806,11496,12,0,3,2,0,0
2242,1.0,67,0,0.4264,1528,2,0,2,1,1,0
2243,0.0189,31,0,0.0033,2097,4,0,0,0,0,0
2244,0.3539,74,0,0.3092,4100,12,0,1,0,0,0
2245,0.992,45,0,0.04,8750,6,0,1,0,1,0
2246,0.3762,63,0,0.4035,7833,9,0,2,0,1,0
2247,0.0071,39,1,0.2522,3500,8,0,0,1,2,0
2248,0.1819,54,0,0.1441,4000,16,0,3,0,1,0
2249,0.0083,32,0,0.632,7558,8,0,2,0,0,0
2250,0.10400000000000001,38,4,0.10099999999999999,14335,5,2,0,1,3,1
2251,0.0096,72,0,0.0886,4500,13,0,0,0,1,0
2252,0.0,65,0,0.1229,10500,12,0,1,0,0,0
2253,0.1017,27,0,0.48,0,3,1,0,0,0,0
2254,0.8157,32,0,0.3754,7280,6,0,1,0,0,0
2255,0.0003,40,0,0.6576,4000,4,0,1,0,0,0
2256,0.2935,53,0,0.1271,0,10,0,0,0,1,0
2257,0.16,28,0,0.8123,2343,20,0,1,0,0,0
2258,0.0079,68,1,0.0014,8333,7,0,0,0,0,0
2259,0.8842,59,0,0.4596,1411,7,0,0,0,1,0
2260,0.7582,51,0,0.4521,4000,7,0,0,0,2,0
2261,0.0018,62,0,0.2692,12500,47,0,2,0,0,0
2262,0.6637,63,0,0.5374,4500,8,0,2,1,0,0
2263,0.0126,75,0,0.001,5000,1,0,0,0,0,0
2264,0.311,28,0,0.1739,3800,11,0,0,0,0,0
2265,0.2005,40,1,0.7696,2989,16,0,1,0,1,0
2266,0.6582,63,0,0.5245,6500,8,0,1,0,1,0
2267,0.0,49,0,0.4056,5100,8,0,1,0,3,0
2268,0.0,58,0,0.11900000000000001,2500,13,0,1,0,0,0
2269,0.0439,59,1,0.1873,7500,8,0,1,0,0,0
2270,0.3252,42,0,0.3087,15000,8,0,2,0,4,0
2271,0.2487,24,0,0.6918,820,5,0,0,0,0,0
2272,0.2531,50,3,0.5037,9554,27,0,2,0,1,0
2273,0.9808,38,0,0.753,0,4,0,0,0,4,0
2274,0.2639,25,1,0.521,974,4,1,0,1,0,1
2275,0.2208,43,0,0.4788,5112,11,0,1,0,0,0
2276,0.0061,48,0,0.3771,5947,7,0,2,0,2,0
2277,0.3556,38,0,0.5062,6000,11,0,1,0,0,0
2278,0.4485,45,0,0.2817,12266,17,0,2,0,0,0
2279,1.0,63,0,0.1266,850,7,0,1,0,0,0
2280,0.4664,59,0,0.0767,5500,12,0,0,0,0,0
2281,0.1052,36,0,0.3395,8200,9,0,3,0,0,0
2282,0.0071,39,0,0.4826,4100,7,0,2,0,1,0
2283,0.4,49,0,0.5507,15000,10,0,3,0,3,0
2284,0.04,81,0,0.0077,3900,4,0,0,0,0,0
2285,0.0,47,0,0.1753,11000,6,0,1,0,4,0
2286,0.8321,26,0,0.2111,2500,5,0,0,0,0,0
2287,0.1056,44,1,0.1344,2700,3,0,0,0,0,0
2288,0.3767,56,3,0.2187,10166,11,0,1,0,0,0
2289,0.9984,47,0,0.3675,8412,7,0,1,0,0,0
2290,0.0559,44,0,0.027999999999999997,5850,7,0,0,0,0,0
2291,0.1717,82,0,0.0722,2063,9,0,0,0,0,0
2292,0.0,51,0,0.1349,2000,8,0,0,0,0,0
2293,1.0,27,0,0.2826,1765,5,0,0,0,0,0
2294,0.0,67,0,0.1307,3220,9,0,0,0,0,0
2295,1.0,70,0,0.3746,1000,3,0,0,0,0,0
2296,0.6427,39,0,0.0606,3500,8,1,0,0,1,0
2297,0.1892,49,0,0.5995,9000,9,0,2,0,4,0
2298,0.9698,55,0,0.2933,10879,3,0,1,0,1,0
2299,0.1393,47,0,0.3917,5325,9,0,2,0,0,0
2300,0.1625,54,0,0.318,26230,14,0,2,0,2,0
2301,0.0127,75,1,0.025,6910,5,0,0,0,0,0
2302,0.2913,63,0,0.5944,11000,11,0,2,0,0,0
2303,0.2702,28,0,0.2292,6666,11,0,0,0,0,0
2304,0.0295,77,0,0.0046,8333,8,0,0,0,0,0
2305,0.1337,57,0,0.1223,3500,7,0,0,0,2,0
2306,0.0946,69,0,0.105,9877,9,0,1,0,0,0
2307,0.0,65,0,0.0,8000,7,0,0,0,0,0
2308,0.1002,38,3,0.2934,1000,7,0,2,1,1,0
2309,0.9611,40,2,0.3362,7033,14,0,1,0,1,0
2310,0.0223,56,1,0.2567,7166,18,0,2,0,1,0
2311,0.9983,32,0,0.5631,2400,5,0,1,0,0,0
2312,0.3264,48,0,0.2785,11702,12,0,1,0,1,0
2313,0.0039,69,0,0.3296,4817,10,0,1,0,0,0
2314,0.2826,66,3,0.2061,15000,8,0,1,1,1,0
2315,0.5495,48,0,0.0875,6000,12,0,0,0,3,0
2316,0.0164,80,0,0.0053,4167,3,0,0,0,0,0
2317,0.8649,57,0,0.3927,3416,11,0,0,0,0,0
2318,1.0,42,0,0.0843,3000,1,0,0,0,1,0
2319,0.2951,24,0,0.0941,4400,6,0,0,0,1,0
2320,0.2093,68,0,0.7441,9500,18,0,2,0,0,0
2321,0.0028,64,0,0.3327,8500,19,0,2,0,1,0
2322,0.4589,52,1,0.39299999999999996,13333,9,0,2,0,0,0
2323,0.1035,68,0,0.6842,5367,14,0,2,0,0,0
2324,0.2283,41,0,0.4295,7500,8,0,1,0,1,0
2325,0.1083,40,0,0.997,1,12,1,1,0,1,0
2326,0.7383,44,0,0.2993,12750,10,0,2,0,2,0
2327,0.0002,64,0,0.2463,8500,15,0,2,0,0,0
2328,0.4964,45,0,0.4768,3583,9,0,1,0,0,0
2329,0.486,49,0,0.6585,9000,8,0,2,0,0,0
2330,0.0927,69,0,0.1938,8333,11,0,2,0,1,0
2331,0.1585,45,0,0.3357,7000,10,0,1,0,2,0
2332,0.5665,44,0,0.4113,13316,11,0,1,0,4,0
2333,0.027000000000000003,64,0,0.185,5000,7,0,0,0,1,0
2334,0.2963,63,1,0.3632,7000,6,0,1,0,0,0
2335,0.3741,44,0,0.9873,6083,13,0,5,0,0,0
2336,0.0762,60,0,0.0597,9000,9,0,0,0,2,0
2337,0.0048,32,0,0.035,2000,2,0,0,0,0,0
2338,0.0595,74,0,0.2934,783,11,0,0,0,0,0
2339,0.18899999999999997,49,0,0.2687,8500,6,0,2,0,2,0
2340,0.0027,29,0,0.39899999999999997,4633,16,0,1,0,2,0
2341,0.0013,80,0,0.0002,4000,4,0,0,0,0,0
2342,0.0011,55,0,0.1606,5085,5,0,1,0,0,0
2343,0.086,48,0,0.4375,5723,13,0,2,1,0,0
2344,0.2069,55,2,0.1,5000,7,0,1,0,1,0
2345,0.4564,35,0,0.8558,3300,12,0,2,0,1,0
2346,0.8706,51,0,0.1949,4941,4,0,0,0,2,0
2347,0.3182,56,2,0.5811,8500,19,0,1,0,1,0
2348,0.0871,49,0,0.2334,9250,10,0,1,0,0,0
2349,0.1943,47,0,0.3391,5700,4,0,1,0,4,0
2350,0.0509,62,0,0.1863,6000,9,0,1,0,2,0
2351,0.2494,70,0,0.0544,1505,2,0,0,0,0,0
2352,0.1759,40,0,0.2863,5000,8,0,1,0,2,0
2353,0.4999,65,1,0.3498,7750,9,0,2,0,1,0
2354,0.2092,44,0,0.2277,7500,10,0,0,0,2,0
2355,0.0,71,0,0.7616,3761,8,0,2,0,0,0
2356,0.3302,62,0,0.5934,4000,8,0,2,0,0,0
2357,0.043,54,0,0.2649,20000,9,0,4,0,3,0
2358,0.1568,38,0,0.6434,4166,9,0,2,0,2,0
2359,0.5575,70,0,0.3205,2916,7,0,1,0,0,0
2360,1.0,51,0,0.113,3750,1,0,0,0,0,0
2361,0.0582,42,0,0.1087,50000,3,0,1,0,3,0
2362,0.0,45,1,0.1356,3200,10,0,1,0,1,0
2363,1.0,25,1,0.1587,2500,1,0,0,0,0,0
2364,0.9527,48,1,0.6933,2770,5,0,1,0,1,0
2365,0.1945,48,0,0.7419,2200,11,0,1,0,0,0
2366,0.0273,33,0,0.0329,7500,4,0,0,0,0,0
2367,0.0296,62,0,0.1029,0,8,0,2,0,0,0
2368,0.2021,41,0,0.1228,500,5,0,0,0,0,0
2369,0.8229,62,0,0.9237,3800,10,0,2,0,0,0
2370,0.0,61,0,0.2739,5100,9,0,0,0,1,0
2371,0.8649,35,3,0.5214,4500,10,0,1,0,1,0
2372,0.9868,33,0,0.289,5300,9,0,0,0,0,0
2373,0.26899999999999996,63,0,0.3036,4765,8,0,1,0,0,0
2374,0.6335,57,0,0.6355,5900,8,0,2,0,0,0
2375,0.1002,43,0,0.7574,7349,10,0,2,0,1,0
2376,0.9084,35,2,0.2343,1800,3,1,0,1,0,1
2377,0.0204,77,0,0.2147,12500,12,0,3,0,0,0
2378,0.003,72,0,0.0182,9916,3,0,0,0,0,0
2379,0.0033,72,0,0.9456,2500,16,0,2,0,0,0
2380,1.0,45,0,0.4454,15883,7,0,1,0,1,0
2381,0.3753,38,0,0.1875,6384,6,0,1,0,2,0
2382,0.0323,52,0,0.3111,11373,14,0,2,0,1,0
2383,0.4741,34,0,0.0392,5200,2,0,0,0,1,0
2384,0.1082,33,2,0.3932,4000,6,0,2,1,2,0
2385,0.8899,76,1,0.4378,6700,8,0,1,0,0,0
2386,0.0422,45,0,0.2656,5183,13,0,1,0,2,0
2387,0.5009,36,0,0.1139,3950,10,0,3,0,2,0
2388,0.1032,33,2,0.2977,5000,5,0,1,0,0,0
2389,0.5064,77,0,0.1526,3400,6,0,0,0,0,0
2390,0.8443,76,3,0.1254,2009,14,2,0,0,0,0
2391,0.2917,55,0,0.8438,3417,8,0,2,0,1,0
2392,0.4882,73,0,0.141,18221,6,0,2,0,0,0
2393,0.0729,30,0,0.0171,6500,3,0,0,0,0,0
2394,0.2635,23,0,0.1126,1527,2,0,0,0,0,0
2395,0.1393,51,0,0.4148,5476,12,0,1,0,0,0
2396,0.7579,63,0,0.9076,4100,12,0,1,0,0,0
2397,0.24100000000000002,65,1,0.2303,10000,9,0,1,0,1,0
2398,0.2318,58,0,0.0909,3750,3,0,0,0,2,0
2399,0.0695,78,0,0.4278,4588,26,0,2,0,0,0
2400,0.3201,39,0,0.6592,4218,10,0,2,0,0,0
2401,0.4982,39,0,0.4632,5917,12,0,2,0,1,0
2402,0.0,60,0,0.3838,9966,3,0,2,0,0,0
2403,0.265,46,0,0.2881,9169,16,0,1,0,0,0
2404,0.1252,54,0,0.3931,7667,18,0,1,0,0,0
2405,0.0,52,0,0.3253,3298,8,0,1,0,1,0
2406,0.2245,55,0,0.8033,2800,7,0,1,0,1,0
2407,0.3173,50,0,0.5734,5100,8,0,1,0,2,0
2408,0.0154,47,0,0.01,3000,5,0,0,0,0,0
2409,0.8186,40,0,0.387,5780,2,0,1,0,0,0
2410,0.45799999999999996,46,1,0.1212,7760,10,0,0,1,0,0
2411,0.978,39,1,0.3667,2800,8,0,0,0,1,0
2412,0.7715,27,2,0.0775,4500,5,0,0,0,2,0
2413,0.0061,32,0,0.1623,7767,5,0,1,0,0,0
2414,0.1056,68,0,0.0689,5109,6,0,0,0,0,0
2415,0.9441,25,0,0.0084,2500,2,0,0,0,0,0
2416,0.1123,32,3,0.3252,2253,6,0,0,0,2,0
2417,0.3439,64,0,0.4288,3896,11,0,1,0,0,0
2418,0.9041,32,0,0.1423,5833,5,0,0,0,0,0
