"util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0.1263,45,0,0.2182,9000,9,0,1,0,4
0.6694,33,1,0.208,2499,4,0,0,0,3
0.9597,40,1,0.6731,3000,8,2,1,0,1
1,46,0,0,3855,0,0,0,0,1
0.1234,42,0,0.2238,4700,11,0,1,0,4
0.3522,63,0,0.1938,15400,13,0,2,0,1
0.6164,50,0,0.3579,2989,4,0,0,0,0
0.0318,43,0,0.4449,5800,12,0,2,0,3
1,39,2,0.2764,5010,2,1,1,0,1
0.0993,68,0,0.179,14250,10,0,1,0,0
0.8694,63,0,0.1203,2376,3,0,0,0,0
0.0634,68,0,0.2146,3181,10,0,0,0,0
0.2091,46,0,0.4907,5738,14,0,1,0,2
0.3718,42,0,0.067,4400,5,0,0,0,1
0.2885,63,0,0.4882,9700,15,0,3,0,1
0.078,55,0,0.3866,6416,6,0,1,0,1
0.034,63,0,0.0048,10416,3,0,0,0,1
0,73,0,0.2838,6000,10,0,2,0,1
0.004,38,0,0.1866,9178,6,0,1,0,2
0.0024,78,0,0,2500,1,0,0,0,0
0.2489,38,0,0.029,5000,3,0,0,0,0
0.015,70,0,0.057,4277,9,0,1,0,0
0,41,0,0,17500,1,0,0,0,3
1,71,2,0.1382,4000,4,0,0,0,0
0.1099,33,0,0.5976,9000,14,0,3,0,0
0.5508,47,0,0.2836,20000,9,0,2,0,5
0.1188,37,0,0.4045,5583,7,0,1,0,0
0.0885,64,0,0.1918,3200,7,0,0,0,0
0.0163,34,0,0.8907,4748,13,0,2,0,0
0.2937,25,0,0.0499,800,3,0,0,0,0
0.1157,31,0,0.302,5333,12,0,2,0,0
0.072,65,1,0.312,17600,16,0,3,0,0
0.0146,23,0,0.0049,820,3,0,0,0,0
0.0306,44,0,0.6475,5000,3,0,1,0,0
0.7093,53,4,0.3069,14250,18,1,1,0,2
0.0638,66,0,0.2985,10100,7,0,1,0,0
0.4336,66,0,0.6311,20637,18,0,6,0,0
0.8245,51,0,0.6021,8083,7,0,3,0,0
0.0119,61,0,0.0116,3700,9,2,0,1,0
0.1428,40,0,0.2572,14500,7,0,2,0,3
0.0929,61,0,0.0568,6209,4,0,0,0,0
0.3863,57,0,0.529,11667,10,0,2,0,2
0.0388,60,0,0.3982,6666,18,0,2,0,1
0.3349,38,0,0.3031,5833,10,0,0,0,3
1,36,1,0.257,2100,6,0,0,0,1
0.0055,51,0,0.3423,6500,6,0,1,0,0
0.1871,36,3,0.2552,2946,7,0,3,0,1
0.3129,55,0,0.6454,10000,21,0,3,0,1
0.7622,53,1,0.5411,9965,13,2,2,0,0
0.2197,60,0,0.6515,2300,4,0,1,0,0
0.0434,81,0,0.2905,5372,8,0,2,0,0
0.0254,63,0,0.0029,12000,7,0,0,0,0
0.9068,38,0,0.0655,3312,1,0,0,0,0
1,61,0,0.1727,4000,2,0,0,0,0
0.3484,46,0,0.2886,1794,10,0,0,0,2
0.1205,48,0,0.3721,9666,6,0,2,0,2
0.5206,38,0,0.1809,1600,6,0,2,0,0
0.3832,40,0,0.3195,4800,6,0,1,0,1
0.0124,46,0,0.4171,10000,5,0,2,0,0
1,38,0,0.0799,1200,1,0,0,0,2
0.4693,55,9,0.8242,5301,16,4,2,1,3
0.2089,61,0,0.6635,8916,15,0,2,0,0
0.0627,63,0,0.9503,7600,7,0,3,0,2
0.2569,66,0,0.1683,6416,7,0,1,0,2
0.7497,49,0,0.3709,4467,10,1,1,1,1
0.0253,60,0,0.1939,9660,13,0,2,0,0
0.9826,69,0,0.31,12333,9,0,2,0,1
0.899,45,0,0.4566,4333,4,0,1,0,0
0.9205,43,0,0.5846,6621,8,0,2,0,3
0.003,61,0,0.1619,8000,14,0,1,0,1
0.3338,57,1,0.1496,4354,13,0,3,0,0
0,63,0,0.6742,5833,11,0,2,0,0
0.3229,56,0,0.2461,12666,10,0,2,0,2
1,69,0,0.1714,2327,4,0,0,0,0
0.0029,66,0,0.0021,5720,13,0,0,0,0
0.1384,62,0,0.1038,5425,16,0,7,0,0
0.1034,54,0,0.2766,4500,4,1,0,0,0
0.9811,40,5,0.1662,11100,4,1,0,1,0
0.6212,28,0,0.3652,2083,7,0,0,0,0
0.1764,45,0,0.3943,2000,8,0,1,0,0
0.1582,53,0,0.194,2200,10,0,0,0,0
0.0025,36,0,0.4865,1,4,0,1,0,0
0.0052,64,0,0.0013,7844,6,0,0,0,1
0.036,52,0,0.835,16667,12,0,2,0,2
0.3675,36,0,0.2163,1400,3,0,0,0,1
0.0871,39,0,0.318,9100,9,0,2,0,3
1,48,0,0.4139,19275,5,0,1,0,2
0.2925,59,0,0.2622,8083,21,0,3,0,1
0.0985,67,0,0.5629,8350,26,0,4,0,0
0.014,52,0,0.2592,3541,8,0,1,0,1
0.0044,46,1,0.4656,8000,11,0,4,0,2
0,36,0,0.1063,3584,2,0,0,1,2
0.379,54,0,0.3334,9350,5,0,1,0,3
0.9218,56,0,0.5907,1333,3,0,0,0,1
0.0882,60,0,0.3392,7495,15,0,1,0,0
0.4226,64,0,0.011,2000,3,0,0,0,0
0.6092,54,0,0.7053,5300,5,0,1,0,1
0.0035,67,0,0.2991,2600,7,0,1,0,0
0.0916,39,0,0.4812,3000,10,0,1,0,0
0.0336,84,0,0.0191,2352,3,0,0,0,0
0.4527,54,1,0.5135,6094,8,0,2,0,0
0.5408,51,0,0.2392,20145,14,0,2,0,4
0.3648,63,0,0.6052,900,7,0,2,1,0
0.1011,63,0,0.6082,6015,8,0,1,0,0
0.0781,46,1,0.1596,3000,7,0,0,0,0
0.0459,54,1,0.5589,3522,12,0,2,0,0
0.0067,58,0,0.3554,3986,6,0,2,0,2
0.0225,57,0,0.168,4375,5,0,1,0,0
0.0015,60,0,0,2000,3,0,0,0,0
0.8922,49,0,0.8127,2700,9,0,1,0,0
1,53,1,0.7115,4800,1,0,1,0,0
0.5177,28,0,0.219,3200,14,1,0,0,2
0.0263,51,2,0.6621,7416,14,0,2,0,0
0.3238,36,0,0.138,5085,13,0,0,0,1
0.2044,56,1,0.4538,3000,12,0,2,0,2
0.0155,45,0,0.2825,6860,10,0,2,0,0
0.1343,33,4,0.4167,3037,5,1,0,3,0
0.0435,29,1,0.1915,4000,5,1,0,0,0
0.3252,41,1,0.5013,5700,9,0,1,0,2
0,68,0,0.197,13101,7,0,2,0,0
0.3133,41,0,0.1561,20192,8,0,2,0,1
0.017,44,0,0.0295,6000,4,0,0,0,3
0.1094,36,0,0.3707,1380,6,1,0,0,2
0.0004,52,0,0.2567,4533,7,0,1,0,1
0,29,1,0.0401,3968,1,2,0,0,1
0.0852,34,0,0.6274,7666,11,0,2,0,0
0.3959,53,0,0.2456,9600,6,0,1,0,3
0.6116,38,0,0.7397,15800,18,0,3,0,1
0.0836,52,1,0.1611,5598,8,0,0,0,1
0.5107,46,0,0.2394,3591,5,0,1,0,0
0.9167,26,0,0.16,1200,8,0,1,0,2
0.062,54,0,0.0028,13750,2,0,0,0,0
0.317,60,0,0.3399,3400,7,0,1,0,0
0.1233,52,0,0.2529,7833,4,0,1,0,0
0.2246,44,0,0.3041,5056,3,2,0,1,2
0.0278,46,0,0.1163,32000,29,0,1,0,2
0.2007,43,0,0.3712,7900,10,0,2,0,0
1,42,0,0,5000,0,0,0,0,2
0.0149,55,0,0.0007,7475,1,0,0,0,0
1,56,0,0.0026,4626,2,1,0,1,0
0.0212,45,0,0.2925,11000,13,0,1,0,0
0.0936,69,1,0.2399,8300,6,0,2,0,0
0.8755,26,0,0.0569,1000,1,0,0,0,0
0.0084,77,0,0.343,0,14,0,0,0,0
0.1221,50,0,0.0935,5700,4,0,0,0,1
0.0701,57,0,0.3929,7500,10,0,2,0,3
1,51,0,0.1528,3866,1,0,0,0,3
0.2626,43,0,0.3268,8000,10,0,1,0,1
0.9397,59,0,0.3189,3499,15,0,5,0,2
0.1012,40,0,0.3445,8666,5,0,1,0,2
0.3635,57,1,0.1485,5333,5,0,1,0,0
0.9137,48,0,0.4852,3317,4,0,1,0,0
0.031,47,0,0.4519,12200,9,0,2,0,5
0.0569,60,0,0.5448,5500,11,0,2,0,0
0.1991,27,0,0.3086,1470,9,0,0,0,0
1,64,0,0.4145,5242,6,0,1,0,1
0.6451,49,0,0.6445,6300,15,0,1,0,2
0.2473,29,0,0.08,6700,12,0,0,0,0
0.3616,56,0,0.4711,2200,5,0,3,0,0
0.0638,48,0,0.4348,8500,8,0,4,0,0
0.0367,85,0,0.1603,6250,12,0,2,0,0
0.1346,59,0,0.0071,7000,2,0,0,0,0
0.5911,44,2,0.3616,4167,6,0,1,1,0
0.9641,46,6,0.5217,2000,14,0,0,0,1
0.0159,60,0,0.6409,5833,9,0,2,0,2
0.0869,63,0,0.1535,0,11,0,1,0,0
0.1111,56,0,0.113,8263,5,0,1,0,0
0.5359,62,0,0.4247,6418,24,0,0,0,0
0.5314,57,1,0.0357,4816,6,1,0,1,0
0.2963,57,0,0.357,9750,18,0,4,0,3
0.1183,49,0,0.4832,9000,24,0,3,0,2
0.9655,36,1,0.2987,7000,5,0,0,0,4
0.0196,66,1,0.0765,4250,19,0,0,0,1
0.6929,41,0,0.1031,7500,5,0,0,0,5
1,28,0,0.0876,3616,1,0,0,0,1
0.0168,80,1,0.0666,5001,6,0,0,0,1
0.8775,74,3,0.5158,15400,12,0,1,0,0
1,67,0,0.3181,2750,3,0,0,0,0
0.0018,48,0,0.2894,2542,7,0,1,0,0
0.0063,63,0,0.2068,6600,9,0,1,0,1
0.7656,30,0,0.1643,3280,2,0,0,0,0
0.7311,50,1,0.2071,1800,2,0,1,0,2
0.447,51,0,0.2228,5200,7,0,0,0,0
0.054,75,0,0.0153,6982,8,0,0,0,0
0.0367,26,0,0.0654,5441,2,0,0,0,0
0.2876,37,1,0.0722,8650,14,0,0,1,0
0.6878,39,0,0.5191,4846,4,0,1,0,2
0.349,57,0,0.1187,2400,4,0,0,0,1
1,60,0,0.2539,10400,3,0,3,0,0
0.027,64,0,0.0073,4501,5,0,0,0,1
1,30,0,0.0238,2100,1,1,0,0,0
0.2294,38,0,0.3115,6950,11,0,1,0,0
0.0756,57,1,0.3632,7472,14,0,1,0,1
0.0989,57,1,0.4112,6195,25,0,4,0,1
0.0228,66,0,0.2566,10333,9,0,2,0,0
0.1023,61,2,0.2845,2396,4,2,0,0,0
0,36,0,0.671,2166,7,0,0,0,0
0.9821,38,0,0.3133,5600,7,0,1,0,2
1,68,0,0.3182,3500,2,0,1,1,1
0.0029,65,0,0.0008,6000,9,0,0,0,0
0.0169,42,1,0.4567,6916,7,0,2,0,1
0.3193,31,0,0.2273,3000,3,0,1,0,0
0.0139,79,0,0.5478,2250,9,0,1,0,0
0.3089,53,0,0.7614,3000,4,0,1,0,1
0.1188,42,1,0.1974,536,2,1,0,0,4
0.3859,56,0,0.3604,10000,10,0,1,0,1
0.0084,37,0,0.2966,7200,3,0,1,0,3
0.0164,44,0,0.1437,7750,3,0,1,0,0
0.5164,49,0,0.5495,9330,10,0,2,0,1
0.1293,58,0,0.2486,12000,13,0,1,0,3
0.8175,48,0,0.0556,2626,2,0,0,0,0
0.1,42,1,0.5218,8351,21,0,1,0,3
0.0481,62,0,0.1456,8000,6,0,1,0,0
0.1545,66,0,0.246,0,5,0,0,0,0
0.5971,64,0,0.3467,7518,16,0,0,0,1
0.4216,35,2,0.12,3750,8,4,0,0,0
0.0551,50,0,0.4687,5100,7,0,1,0,2
0.0561,34,0,0.8978,8940,10,0,5,0,3
0.0902,39,0,0.2045,7000,9,0,1,0,2
0.2487,57,0,0.2941,910,14,0,3,0,0
0.0665,54,1,0.3004,9200,9,0,2,0,0
0.0058,55,0,0.0685,3881,5,0,0,0,0
0.8934,73,4,0.6868,2665,8,3,0,1,1
0.1391,42,0,0.5601,7542,5,0,2,0,1
0.3605,57,0,0.5593,5949,11,0,1,0,0
1,50,1,0.0738,9000,3,1,0,1,0
0.0058,72,0,0.005,3000,8,0,0,0,0
0.0712,69,0,0.2988,4450,10,0,1,0,0
0.4159,76,1,0.2685,7700,13,0,1,0,0
0.9344,62,1,0.1508,17500,10,0,0,0,1
1,34,1,0.4307,3333,4,0,1,1,2
0.3098,57,0,0.4889,12059,6,0,2,0,1
0.0305,72,0,0.076,5000,11,0,0,0,0
1,49,0,0.1057,1800,9,1,1,0,0
0.1034,50,0,0.1089,6306,3,0,0,0,5
0.6521,52,1,0.436,5937,9,0,1,0,0
0.3317,56,0,0.4271,6300,15,0,1,0,0
0.1741,26,0,0.4081,7039,10,0,2,0,0
0.6974,63,0,0.1752,11288,12,0,1,0,3
0.0883,54,0,0.2223,9000,9,0,0,0,0
0.4147,43,0,0.2766,5300,9,0,1,0,4
0.2345,50,2,0.3371,6750,16,0,2,0,0
0.1357,39,0,0.0037,12000,4,0,0,0,0
1,30,0,0,1500,0,0,0,0,0
0.0205,68,0,0.4628,2300,11,0,1,0,0
0.333,58,0,0.3136,11400,24,0,1,0,0
0.2392,63,0,0.1795,1500,15,0,2,0,0
0.4538,56,1,0.2872,9100,10,0,3,0,1
0.0353,66,0,0.1187,3166,10,0,0,0,0
0.367,31,0,0.3742,5416,17,0,1,0,0
0.1004,53,1,0.3883,4495,8,0,1,0,0
0.4159,36,0,0.0346,7166,3,0,0,0,1
0.0194,64,0,0.0366,10500,13,0,1,0,0
0.1141,59,0,0.0031,58333,7,0,0,0,0
0.1273,30,0,0.4225,9783,10,0,2,0,1
1,65,0,0.0788,3310,3,0,1,0,0
0.9461,55,0,0.8468,4217,23,0,1,0,0
1,47,0,0.2853,9850,9,0,1,0,0
0.1461,51,0,0.5881,8000,5,0,2,0,3
0.0176,42,2,0.5101,7600,12,0,1,0,2
0.0521,44,0,0.1562,10250,6,0,1,0,3
0.987,41,1,0.077,2000,3,0,0,0,0
0.0336,80,0,0.0854,7696,9,0,1,0,0
0.2184,53,0,0.1801,8731,9,0,0,0,3
0.081,64,0,0.8977,3000,17,0,2,0,0
0.0099,54,0,0.3107,5000,20,0,1,0,2
0.0182,67,0,0.0079,4550,4,0,0,0,0
0.8822,24,0,0.121,3000,2,0,0,0,0
0.1197,49,0,0.2694,9000,11,0,1,0,3
0.0614,59,0,0.1259,10131,5,0,1,0,0
0.0209,90,0,0.0109,2485,7,0,0,0,0
0.0903,30,0,0.162,3333,7,0,0,0,0
0.004,67,0,0.1934,7500,7,0,1,0,1
0.2919,36,1,0.1193,24000,12,0,2,0,0
0.0274,34,0,0.2114,3305,8,0,1,0,0
0.3039,58,0,0.3479,5259,5,1,1,0,1
0.6802,63,0,0.7764,3809,21,0,1,0,0
0.9467,31,0,0.7257,2500,8,0,0,0,0
0,53,0,0.6952,1800,13,0,1,0,0
0.4389,54,0,0.5983,6666,12,0,2,0,0
0,42,0,0.4334,5250,5,0,2,0,2
0.333,66,0,0.9968,3100,14,0,1,0,0
0.9873,62,0,0.439,10500,15,0,2,0,0
0.0957,49,0,0.8125,6666,23,0,4,0,1
0.1884,42,1,0.5137,8750,10,0,2,0,3
0.0034,73,0,0.0004,2801,2,0,0,0,1
0,26,0,0.0306,3401,2,0,0,0,2
0.0696,30,0,0.4203,6200,8,0,2,0,2
0.5265,32,0,0.1395,4450,4,0,0,0,2
0.3779,49,0,0.2631,10465,18,0,2,0,0
0.0988,70,0,0.1044,5000,7,0,0,0,0
0,56,0,0.1882,3729,3,0,0,0,0
0.0024,88,0,0.2665,1800,5,0,1,0,0
0.9811,50,0,0.4128,8400,6,0,2,0,4
0.3655,47,0,0.3619,5321,11,0,0,0,0
0.0263,72,0,0.0646,5216,8,0,0,0,0
0.0167,41,0,0.4269,13300,9,0,1,0,2
0.6901,44,0,0.7393,1752,9,1,1,1,3
0.6723,27,0,0.2501,2250,4,0,0,0,0
0.2966,45,0,0.2765,11222,12,1,2,0,4
0.0385,43,1,0.0709,31000,9,0,1,1,1
0.8621,66,0,0.1216,29166,13,0,1,0,0
0.1674,46,0,0.2963,6840,8,0,2,0,1
0.4247,41,0,0.5089,4100,11,0,0,0,3
0.2817,54,0,0.5568,8333,17,0,2,0,0
0.0556,64,0,0.3288,3500,13,0,1,0,0
0.2732,69,0,0.2121,5483,9,0,2,0,0
0.1369,35,0,0.5044,3790,5,0,1,0,0
0.0653,51,0,0.3185,7500,9,0,1,0,0
0.1347,80,0,0.2867,5000,6,0,1,0,0
0.2186,31,0,0.183,1496,5,0,0,0,0
0.8164,35,2,0.7816,7000,13,0,3,0,0
0.4065,52,0,0.1594,13807,12,0,1,0,0
1,33,0,0.1973,18450,8,0,6,0,0
0.4179,51,2,0.1046,4800,4,0,0,0,2
1,22,0,0.2215,1900,1,0,0,0,0
0.0033,36,0,0.1315,9316,7,0,0,0,1
0.7544,29,2,0.9274,1500,8,1,0,0,0
0.8314,33,1,0.3141,3100,4,0,0,0,2
0.0766,63,0,0.6422,6000,8,0,1,0,1
0.2927,50,0,0.3417,8500,8,0,1,0,0
0.0804,45,0,0.2405,8300,7,0,0,0,1
0.0128,68,0,0.2548,6146,11,0,1,0,0
0.4613,31,0,0.1566,1436,4,0,0,0,0
0.9076,25,3,0.619,0,5,2,0,1,1
0.9705,40,4,0.92,2499,15,0,1,0,3
0.1413,51,0,0.3303,6112,10,0,2,0,0
0.0141,62,1,0.1036,4000,20,0,2,0,0
0.6217,38,0,0.1599,7000,16,0,1,0,2
0.0604,61,0,0.175,8750,4,0,1,0,1
0.0215,76,0,0.2477,12000,9,0,1,0,1
0.2268,67,0,0.7761,7765,13,0,5,0,1
0.0241,27,0,0.2425,1500,14,0,0,0,0
0.1671,49,0,0.7859,3880,23,0,3,0,0
1,27,0,0.2127,1734,2,0,0,0,0
0.0078,41,0,0.1154,4791,7,0,3,0,1
0.3571,52,0,0.2292,8488,11,0,2,0,1
0.0099,54,0,0.1085,7666,5,0,1,0,0
0.0018,41,0,0.2898,10333,4,0,1,0,0
0.9451,68,0,0.1408,5617,2,0,0,0,0
0.1735,55,0,0.3659,1540,25,0,2,0,4
0.3419,62,0,0.2259,8293,8,0,1,0,1
0.0809,48,0,0.2001,9418,5,0,1,0,5
0.6876,51,1,0.5669,7500,11,0,1,0,3
0.0275,58,0,0.1818,11010,20,0,1,0,4
0.974,30,0,0.2651,1900,5,0,0,0,0
0.0994,53,0,0.402,5166,16,0,2,0,1
0.1454,57,0,0.1628,2216,6,0,0,0,0
0.6643,68,0,0.5066,3400,11,0,2,0,0
0,66,1,0.3958,5150,13,0,1,0,0
0.1775,44,0,0.2861,7500,8,0,2,0,2
0.0693,39,2,0.2641,11916,17,0,4,0,1
0.898,27,2,0.337,7833,6,0,1,0,3
0.0165,54,0,0.0767,3415,9,0,0,1,0
0.408,44,1,0.0267,5250,5,0,0,0,2
1,50,0,0.2814,4050,4,0,1,0,0
0.4827,37,0,0.3463,6800,7,0,2,0,1
0.8884,49,4,0.425,4500,7,2,0,0,1
0.0603,53,0,0.3115,3691,14,0,1,0,2
0.2132,52,0,0.4515,5153,9,0,1,0,0
0,62,0,0.1206,7000,7,0,2,0,2
0,42,1,0.3727,4923,9,0,2,0,1
0.7964,25,0,0.0033,3300,1,0,0,0,0
0.0472,38,0,0.089,11667,10,0,0,0,2
0.1022,38,1,0.2931,1500,3,0,0,0,0
0,63,0,0.2666,4961,9,0,2,0,0
0.9346,27,1,0.02,1500,2,1,0,1,0
0.4245,68,0,0.3106,4333,3,0,1,0,0
0.4367,64,0,0.3675,10833,12,0,2,0,0
0.525,55,0,0.4101,10420,5,0,2,0,0
0,58,0,0.1327,7400,6,0,0,0,1
0.4264,66,0,0.6233,4100,11,0,1,0,0
0.0385,46,0,0.3864,8858,7,0,1,0,0
0,44,0,0.766,0,3,0,1,0,2
0.0185,41,0,0.4307,10000,12,0,3,0,3
0.6051,41,0,0.6056,2220,7,0,1,0,2
0.9854,44,0,0.4073,8137,12,0,1,0,1
0.1305,47,0,0.4145,14623,13,0,1,0,2
0.0233,72,0,0.2102,5200,7,0,1,0,0
0.1758,40,0,0.4001,11000,9,0,1,0,2
0.0527,68,0,0.2798,10774,13,0,3,0,1
0.8097,46,0,0.5158,3900,12,0,1,0,2
0.1863,49,0,0.3321,10300,14,0,3,0,5
0.0093,41,0,0.6735,4033,8,0,1,0,0
0.0066,80,0,0.0502,5000,10,0,0,0,0
0.5231,46,1,0.4916,4916,10,0,1,0,1
0.7578,63,0,0.3707,8400,9,0,1,0,1
1,44,1,0.3996,6666,7,2,1,0,1
0.2301,42,0,0.3356,11000,16,0,1,0,2
0.0933,44,0,0.2682,12500,4,0,2,0,2
1,32,1,0.226,3291,5,1,0,0,0
0.1391,64,0,0.1464,10500,17,0,1,0,0
0.0616,57,0,0.1536,4166,7,0,3,0,2
0.0235,42,0,0.2618,8842,4,0,1,0,2
0.4051,66,1,0.1057,8100,13,0,0,0,0
0.0316,60,0,0.2461,14166,7,0,2,0,0
0.0028,74,0,0.0019,5700,12,0,0,0,0
0.8766,50,0,0.4467,10840,4,0,2,0,4
0.915,70,0,0.4748,2400,11,0,1,0,1
0.4628,47,0,0.4087,5083,5,0,2,0,0
0.4272,51,0,0.1144,5740,7,0,2,0,5
0.0088,62,0,0.1667,0,20,0,1,0,0
0.0546,55,0,0.5137,6275,11,0,1,0,4
0.1095,54,0,0.1166,3000,12,0,0,0,0
0.3802,39,0,0.4521,5100,13,0,2,0,2
0.1624,40,0,0.3104,4613,6,0,1,0,3
0,52,0,0.2766,3000,13,0,0,0,2
0.129,54,0,0.2127,2735,7,0,0,1,0
0.8822,46,0,0.1064,2410,16,0,2,0,0
0.1958,28,0,0.0261,2217,1,1,0,0,0
0.7864,62,1,0.1379,7416,9,0,1,0,0
0.9788,54,0,0.1621,2824,5,0,0,0,1
0.7215,59,0,0.2557,21700,21,0,2,0,0
0.4441,51,0,0.3905,8916,12,0,2,0,0
0.0909,78,0,0.0609,1000,3,0,0,0,0
1,41,1,0.3893,5725,5,0,2,0,2
1,24,0,0,820,1,0,0,0,0
0.1341,60,0,0.2415,3870,7,0,0,0,0
0,75,0,0.5306,800,1,0,0,0,0
0.3452,61,0,0.2774,4513,14,0,2,0,0
0.0385,49,0,0.557,8333,10,0,3,0,0
0.2179,55,1,0.31,6400,14,0,2,0,1
0.1746,60,0,0.0316,9250,3,0,0,0,0
0.2498,31,0,0.5372,3000,10,0,1,0,0
0,31,0,0.343,0,5,0,0,0,0
0.0424,41,0,0.4079,4218,8,0,2,0,0
0.9884,54,1,0.3706,15000,10,0,4,0,3
0.0053,78,0,0.0037,3539,10,0,0,0,0
0.0147,82,0,0.68,0,6,0,0,0,0
0.1247,46,0,0.4506,6016,13,0,1,0,3
0.9072,50,1,0.8355,3598,8,0,3,0,0
0.4248,42,0,0.2514,2000,4,0,0,0,0
0,83,0,0.0384,2732,13,0,0,0,0
1,42,0,0.1383,1988,3,0,1,0,2
0.0178,43,0,0.7483,583,6,0,0,0,0
0.9816,38,0,0.5324,4424,9,0,1,0,4
0.1046,36,0,0.1406,8300,6,0,0,0,2
0,52,0,0,7500,5,0,0,0,0
0.9143,40,0,0.6437,8800,8,0,3,0,2
0.8941,49,1,0.6017,5174,13,0,2,0,0
0.0083,75,0,0.4902,3624,15,0,2,0,0
0.9924,42,3,0.1506,10166,5,0,1,1,0
0.9191,53,1,0.4003,8500,13,0,1,0,0
0.0067,48,0,0.2316,12000,9,0,1,0,3
0.5917,46,0,0.9207,6416,12,0,2,0,0
0.9866,27,0,0.1069,4500,4,0,0,0,0
0.8955,56,0,0.6925,1833,5,0,0,0,0
0,36,0,0.2845,8333,15,0,1,0,1
0.0178,49,0,0.2607,7491,7,0,1,0,5
0.0956,59,0,0.5432,2617,9,0,2,0,0
0.8832,31,0,0.2076,6250,4,0,0,0,0
0.2366,56,0,0.4182,8000,13,0,2,0,0
0.5188,49,0,0.4029,5700,11,0,2,0,2
0.0631,49,0,0.5395,5400,11,0,1,0,1
0.0321,60,0,0.2664,6700,10,0,1,0,0
0.1143,56,0,0.4732,5250,10,0,2,0,1
0.0227,51,0,0.2643,3018,4,0,1,0,3
0.0567,44,0,0.6527,8000,9,0,2,0,1
0.9721,27,1,0.0656,4800,8,0,0,0,0
0.0022,92,0,0.003,10500,11,0,0,0,0
0.1939,33,1,0.168,4190,7,0,0,0,0
0.4095,44,0,0.4389,333,6,0,1,0,2
0.0179,71,0,0.0788,12500,10,0,1,0,1
0,88,0,0,3600,2,0,0,0,0
0.7713,43,0,0.205,8400,4,0,1,0,0
0.0528,40,0,0.123,6176,6,0,0,0,1
0.0782,48,0,0.2101,18000,10,0,2,0,2
0.4352,49,0,0.4923,4200,8,0,1,0,1
0.3704,41,0,0.4424,4807,8,0,1,0,2
0,54,0,0.3589,400,13,0,1,0,1
0.0807,64,0,0.3948,7000,5,0,2,0,0
0.0808,57,0,0.2003,1,25,0,3,0,4
0.0125,49,0,0.0155,1164,10,0,0,0,0
0.198,31,1,0.1336,5420,9,0,0,0,2
0.6095,47,0,0.5241,10873,11,0,2,0,6
0.0913,51,0,0.1135,12683,15,0,1,0,0
0.4248,40,0,0.5849,17400,20,0,7,0,2
0.043,64,0,0.1819,6518,7,0,1,0,0
0.7797,32,0,0.1084,1300,5,0,0,0,1
0.0384,41,0,0.9286,2380,3,0,1,0,2
0,49,0,0.1852,5333,12,0,0,0,2
0.0737,73,0,0.3804,1500,9,0,0,0,0
0.0317,63,0,0.5541,11250,9,0,2,0,1
0.1041,49,0,0.3576,10761,11,0,2,0,2
0.0445,30,0,0.1541,3750,7,0,0,0,0
0.9162,47,1,0.5515,3065,13,0,0,0,2
0.9685,32,0,0.2106,8333,5,0,0,0,0
0,31,0,0,3681,1,0,0,0,0
0.0188,52,0,0.2996,5083,15,0,2,0,0
0.3636,32,0,0.4199,7200,9,0,1,0,3
1,29,0,0.0018,3800,1,2,0,0,3
0.6374,28,0,0.5523,3537,10,0,1,0,0
0.0114,44,0,0.1376,5833,4,0,0,0,1
0.615,46,0,0.4111,11250,13,0,1,0,0
0.5364,76,0,0.4532,1400,10,0,1,0,0
0.0069,73,0,0.0943,7967,12,0,1,0,0
0.7911,80,9,0.6738,3000,25,0,0,3,0
0,53,0,0.2145,7000,10,0,1,0,1
0.0033,68,0,0.0007,6000,3,0,0,0,0
0.6012,27,0,0.4475,2589,5,0,1,0,1
0.0319,33,0,0.9775,2666,7,0,1,0,0
0.9603,57,0,0.6825,2446,4,0,2,0,0
1,38,0,0.001,3835,0,0,0,0,1
0.4737,55,0,0.3142,38333,25,0,12,0,0
0.9172,32,1,0.3119,2500,3,0,0,1,0
0.2396,29,2,0.3773,3900,10,0,2,0,0
0.1347,54,1,0.2853,8799,10,1,2,0,2
0.7305,29,0,0.1035,7333,5,0,0,0,0
0.2197,28,0,0.5176,2615,14,0,0,0,2
0.0132,53,0,0.0194,6816,37,0,0,0,0
0.1428,57,0,0.2611,7137,19,0,1,0,0
0.2078,48,0,0.1784,12511,8,0,1,0,3
0.5852,48,0,0.1504,1200,4,0,1,0,2
0.1477,48,0,0.0066,5432,3,0,0,0,0
1,75,0,0.0037,3285,1,0,0,0,0
0.1008,69,0,0.3646,2950,11,0,1,0,0
0.0179,39,1,0.2197,10333,13,0,2,0,1
0.1352,26,0,0.0364,1400,2,0,0,0,0
0.3731,60,2,0.33,7020,21,0,1,0,3
0.5402,40,0,0.3495,10000,6,0,2,0,5
0,32,0,0.2008,2120,5,0,0,1,0
0.2618,42,0,0.487,7175,7,0,2,0,2
0.2265,80,0,0.2469,6002,16,0,0,0,0
0.0558,86,0,0.0043,4700,3,0,0,0,1
0,60,2,0.2002,15000,6,0,1,0,0
0.7367,49,4,0.1815,8241,5,0,0,1,1
