"inadimplente","util_linhas_inseguras","idade","vezes_passou_de_30_59_dias","razao_debito","salario_mensal","numero_linhas_crdto_aberto","numero_vezes_passou_90_dias","numero_emprestimos_imobiliarios","numero_de_vezes_que_passou_60_89_dias","numero_de_dependentes"
0,0.4666,44,0,0.2298,9000,5,0,0,0,0
0,0.3912,51,0,0.1782,0,6,0,1,0,3
0,0.0097,44,0,0.6125,9000,6,0,3,0,2
0,0,64,0,0.0001,15000,4,0,0,0,0
0,0.0289,81,0,0.2131,6400,10,0,0,0,0
0,0.3496,45,0,0.4208,6100,12,0,1,0,1
0,0.0563,68,0,0.4151,7494,10,0,2,0,0
0,0.4389,34,0,0.8378,2700,19,0,2,0,0
0,0,52,0,0.1625,8683,11,0,1,0,1
0,0.1565,51,0,0.021,20700,3,0,0,0,2
0,0.0442,73,0,0.5081,2400,9,0,1,0,0
0,0.0299,50,0,0.0071,5900,8,0,0,0,1
0,0.9578,49,2,0.2475,10416,6,1,2,0,3
0,0.1484,37,0,0.262,8666,8,0,2,0,0
0,0.1128,32,0,0.0975,3506,3,0,0,0,1
0,0.0025,75,0,0.0036,2483,9,0,0,0,0
0,0.7046,29,0,0.8092,1000,5,0,0,0,0
1,0.7384,64,3,0.392,8583,8,0,3,0,1
0,0.01,43,0,0.062,6970,4,0,0,0,1
0,0.1131,35,0,0.1197,3065,10,0,2,0,0
0,0.7043,45,0,0.322,3800,6,0,1,0,2
0,0.0098,87,0,0.0055,3300,10,0,0,0,0
0,0.6755,48,1,0.101,1450,12,0,1,0,1
0,0.1471,35,0,0.2668,8100,5,0,1,0,2
0,0.6667,38,0,0.291,3240,6,0,0,0,1
0,0.1045,23,0,0.0401,1644,2,0,0,0,0
0,0.4753,61,1,0.4402,14300,11,0,3,0,1
0,0.3067,54,0,0.5907,6347,10,0,2,0,1
0,1,41,1,0.2159,6996,1,0,1,0,0
0,0.1539,43,0,0.5213,8200,6,0,2,0,2
0,0.2898,52,0,0.5051,5000,12,1,1,0,3
0,0,27,0,0,0,2,0,0,0,0
0,0.4483,49,1,0.2303,2900,10,0,0,1,0
0,0.0156,59,0,0.0673,12000,10,0,1,0,0
0,0,79,0,0.1407,2166,7,0,0,0,0
0,0.0115,45,0,0.4833,3442,22,0,1,0,1
0,0.0045,48,0,0.0025,2856,6,0,0,0,0
0,0.0325,73,0,0.0097,3000,5,0,0,0,0
0,0.2314,48,0,0.4458,8094,19,0,1,0,2
0,0.0083,63,1,0.2888,14033,11,0,1,0,0
0,0.5119,46,0,0.2885,3781,2,0,1,0,1
0,0.0733,49,0,0.3387,15342,9,0,1,0,2
0,0.0884,64,0,0.3272,4577,5,0,1,0,0
0,0.0508,53,0,0.4964,5833,5,0,1,0,2
0,0.1763,41,0,0.2122,9500,2,0,1,0,0
1,1,41,1,0.4813,6596,9,1,1,0,2
0,0.4675,50,0,0.3187,5804,8,0,1,0,3
0,0.2051,66,0,0.5373,6492,17,0,2,0,1
0,0.0004,57,0,0.1552,5700,9,0,1,0,1
0,0.5096,34,0,0.7843,3500,11,0,2,0,1
0,0.0174,58,1,0.495,2500,10,0,1,0,1
0,0.361,29,0,0.2763,6318,6,0,0,0,0
0,0.0132,72,0,0.0048,10500,15,0,0,0,0
0,0.0103,51,0,0.1014,4100,13,0,4,0,3
1,0.0281,45,0,0.3176,7833,12,1,2,0,0
0,0,29,0,0.3521,4500,8,0,1,0,2
0,0.1015,60,0,0.0597,15450,10,0,2,0,0
0,0.015,61,0,0.1054,5333,11,0,1,0,2
1,0.9523,39,0,0.8948,5636,8,0,2,0,2
0,0.1595,47,0,0.5106,2169,5,0,2,0,0
0,0.029,46,0,0.755,1660,9,0,1,0,0
1,1,25,0,0.321,1700,2,0,0,1,0
0,0.7156,32,0,0.3421,7094,6,0,1,0,0
0,0.9751,48,0,0.2587,14488,10,0,1,0,1
0,0.7885,45,0,0.3323,7520,13,0,0,0,1
0,0.3872,75,0,0.0318,1887,3,0,0,0,0
0,0.0088,49,0,0.1738,13400,8,0,2,0,3
0,0.0143,62,0,0.3108,11000,12,0,1,0,4
0,0.0614,47,0,0.3097,39500,9,0,4,1,3
0,0.0282,71,0,0.2026,7966,15,0,1,0,0
0,0.2226,50,0,0.2762,5527,24,0,0,0,0
0,0.1929,60,0,0.2002,9072,12,0,3,0,1
0,0,73,1,0.0158,6915,8,0,0,0,0
0,0.035,45,0,0.2267,11817,7,0,2,0,0
0,0.0345,62,0,0.1228,5000,12,0,0,0,0
0,0.1665,47,0,0.4496,9050,11,0,1,0,0
0,0.0119,33,0,0.1431,1460,4,0,0,0,0
0,0.1778,50,0,0.3438,6596,10,0,1,1,0
0,0.051,38,0,0.2224,10350,4,0,2,0,2
0,0.213,62,0,0.2781,10000,11,0,2,0,0
0,0.9703,69,0,0.1909,3000,3,0,0,0,0
0,0.1085,50,0,0.7418,1920,6,2,1,0,1
0,0.4301,41,0,0.7135,4480,10,0,2,0,3
0,0.0137,55,0,0.243,6866,7,0,2,0,1
0,0.028,35,0,0.233,3768,4,0,0,0,0
0,0.0514,72,0,0.0911,5200,11,0,0,0,1
0,0,73,0,0,2851,2,0,0,0,0
0,0.6502,44,0,0.5212,4918,6,2,1,1,2
1,0.5923,57,4,0.1324,2373,9,0,1,0,0
0,0.6829,38,1,0.5825,6250,5,0,1,0,0
0,0.3928,53,0,0.3849,9400,9,0,1,0,1
1,0,64,0,0.3259,6000,7,0,2,0,0
0,0.0586,56,0,0.1712,0,6,0,1,0,1
0,0.0428,55,0,0.1957,10000,6,0,1,0,1
0,0.7956,76,0,0.3156,6000,9,0,0,0,0
0,0.062,51,1,0.2468,8237,12,0,1,0,3
0,0.4526,62,0,0.1459,1560,12,0,1,0,0
0,0.4244,61,0,0.2988,18583,9,0,4,0,0
0,0,29,0,0.389,3500,8,0,1,0,0
0,0.0399,43,0,0.5347,3216,9,0,1,0,3
0,0.0448,34,0,0.8475,8333,6,0,3,0,0
0,0.6517,51,0,0.3713,5100,8,0,2,0,0
0,1,36,0,0.2296,5500,3,0,1,0,0
0,0.9888,46,0,0.4381,6400,8,0,1,0,1
0,0,24,0,0.3381,1200,2,0,0,0,0
1,0.1185,39,0,0.4966,9300,10,0,3,0,1
0,0.4244,45,0,0.2282,11366,6,0,1,0,1
0,0.14,72,1,0.3152,4000,4,0,2,0,0
0,0.8573,47,0,0.4185,5691,9,0,0,0,2
0,0.0309,77,0,0.012,3506,6,0,0,0,0
0,0.1158,68,0,0.5846,5750,14,0,3,0,0
0,0.513,40,0,0.349,3200,7,0,1,0,0
0,0.1554,50,0,0.3644,5279,18,0,0,0,1
0,0.0072,64,0,0.004,4750,13,0,0,0,0
0,0.0861,52,0,0.3981,17200,8,0,2,0,4
0,0.0312,43,0,0.3964,2133,8,0,1,0,0
0,0.0163,54,0,0.0886,5000,27,0,0,0,1
0,0.1326,64,0,0.238,13325,11,0,1,0,0
0,0.0707,66,0,0.0822,6165,8,0,0,0,0
0,0.3296,50,0,0.2816,6800,9,0,1,0,0
0,0.0024,45,0,0,1805,2,0,0,0,0
0,0,43,0,0.2124,2800,3,0,0,0,5
0,0.0001,56,0,0.2674,10166,16,0,2,0,1
1,0.1039,37,1,0.2325,6000,6,1,0,2,0
0,1,32,0,0.1475,1145,1,1,0,0,0
0,0.0398,70,0,0.0104,3666,10,0,0,0,0
0,0.3528,55,0,0.686,4700,11,0,2,0,0
0,0.1022,53,0,0.1586,9500,5,0,2,0,2
0,0.4326,58,1,0.5866,9000,17,0,3,0,0
0,0.4749,46,0,0.7606,7000,11,0,3,0,2
0,0.1209,36,0,0.6084,2808,9,0,2,0,2
0,0.0196,28,0,0.4232,3000,4,0,1,0,1
0,0.0383,70,0,0.3832,32000,9,0,3,0,0
0,0.0697,26,1,0.2113,3700,8,0,0,0,0
0,0.006,48,0,0.3012,12166,7,0,2,0,2
0,1,29,0,0.2837,4200,7,0,1,0,0
0,0.0154,77,0,0.4383,6333,12,0,2,0,1
0,0.9481,47,0,0.3034,5250,8,0,1,0,0
0,0.3129,56,0,0.2825,6516,8,0,1,0,0
0,0.0591,35,0,0.5003,3333,12,0,2,0,0
0,0.0452,51,0,0.005,5166,2,0,0,0,0
0,0.9755,53,1,0.1868,10301,8,0,1,0,0
0,0.9444,55,0,0.3138,9600,16,0,1,0,3
0,0.9607,60,0,0.2993,3400,3,0,0,0,0
0,0.0446,49,1,0.1003,8500,8,0,1,0,4
0,0.4315,52,0,0.4868,2717,10,0,1,0,1
0,0.15,49,3,0.4972,8650,17,0,3,0,1
0,0.0144,81,0,0.1058,9830,15,0,1,0,0
0,0.4844,76,0,0.148,3000,9,0,0,0,0
0,0.0182,61,0,0.125,15850,26,0,2,0,1
0,0.8519,31,0,0.1556,3200,2,0,0,0,0
0,0.1156,59,0,0.5065,3000,5,0,1,0,1
1,0.1775,33,0,0.1106,3425,5,0,0,0,2
0,0,38,0,0.2553,6800,8,0,2,0,4
0,0.013,68,0,0.4593,700,8,0,0,0,0
0,0.0192,73,0,0.6341,1546,6,0,1,0,0
0,0.393,50,0,0.8618,3500,7,0,2,0,2
0,1,33,0,0.0258,1630,1,0,0,0,0
0,0.1168,46,0,0.2137,12518,15,0,1,0,4
0,0.5201,42,0,0.5958,7000,7,0,1,0,1
0,0.0201,81,0,0.1663,0,19,0,2,0,0
0,0.4544,29,0,0.3432,5290,7,0,1,0,1
0,0.0465,57,0,0.641,5832,25,0,1,0,0
0,0.016,82,0,0.1305,2153,4,0,0,0,0
0,0.1441,56,0,0.6871,2997,17,0,2,0,2
1,0.0391,34,0,0.647,1900,12,0,1,0,0
0,0.1689,49,0,0.6969,9500,17,0,2,0,2
0,0.0649,73,0,0.0115,6000,5,0,0,0,1
0,0.002,72,0,0.0083,5311,3,0,0,0,0
0,0.0148,59,0,0.3648,5171,10,0,2,0,0
0,0.7899,52,0,0.3099,15819,14,0,4,0,2
0,0.8534,60,1,0.066,2000,3,0,0,1,0
0,0.3092,44,0,0.5219,5000,7,0,2,0,2
0,0.6175,56,1,0.5008,7659,11,0,1,0,0
0,0.4399,59,0,0.3464,16142,8,0,2,0,1
0,0.032,37,0,0.2373,11441,5,0,2,0,2
0,0.7597,62,1,0.7399,6250,18,0,2,0,0
0,0.0954,27,0,0.0863,7500,20,0,0,0,0
0,0.016,59,0,0.323,6866,10,0,3,0,1
0,0.5282,46,1,0.8346,25833,13,0,3,0,1
1,0.0198,57,0,0.136,8249,10,0,1,0,3
0,0.0276,93,0,0.0048,2500,4,0,0,0,0
0,0.1779,50,0,0.4193,12237,16,0,2,0,2
0,0.2725,45,0,0.1108,14500,7,0,0,0,3
0,0.0538,63,0,0.1776,5416,3,0,1,0,0
0,0.4078,66,0,0.2464,7453,5,0,2,0,2
0,0.0977,40,0,0.2816,6250,6,0,1,0,2
0,0.2796,80,0,0.1473,1031,16,0,1,0,0
0,0.1551,63,0,0.2981,30000,12,0,2,0,3
0,0,45,0,0.4998,4833,4,0,2,0,0
0,0.4971,65,0,0.6148,8000,13,0,3,0,1
0,0.0544,63,0,0.0175,10166,9,0,0,0,0
0,0,76,0,0.1894,3900,5,0,1,0,0
0,0.0527,68,0,0.1095,6166,6,0,1,0,0
0,0.5146,46,0,0.3712,3140,5,0,1,0,0
0,0.0071,62,0,0.396,7083,19,0,3,0,1
0,0.3084,61,1,0.2115,3749,16,0,1,0,0
0,0.9972,56,3,0.8928,2200,7,0,1,0,2
0,0.1401,61,0,0.196,800,8,0,1,0,1
0,0.024,76,0,0.3611,6000,16,0,2,0,1
0,0.197,48,0,0.0109,4575,2,0,0,0,1
0,0.2587,23,0,0.0085,820,2,0,0,0,0
0,0.1068,33,0,0.3179,1704,4,6,0,0,0
0,0.8352,57,0,0.4704,11789,17,0,3,0,3
0,0.7553,56,1,0.7739,3400,9,0,1,1,5
0,0.0983,59,0,0.2511,12500,18,0,3,0,0
0,0.2046,37,1,0.618,3250,2,0,1,0,0
0,0,43,0,0.0673,3000,5,0,0,0,0
1,0.9475,49,3,0.9526,4750,13,6,3,2,2
0,0.4022,58,0,0.8056,3060,2,0,1,0,0
0,0.0189,50,0,0.1643,7333,9,0,2,0,0
0,0.0093,49,0,0.375,5415,14,0,3,0,0
0,0.962,32,1,0.3973,3900,10,1,0,0,0
0,0,35,0,0,5362,5,0,0,0,0
0,0.0654,64,1,0.1135,25000,27,0,6,0,1
0,0.4391,38,0,0.0519,3950,1,0,0,0,2
0,0.2071,37,1,0.5329,7366,17,0,1,0,2
0,0.0045,57,0,0.0586,5600,8,0,0,0,0
0,0.0625,66,0,0.3213,9220,8,0,3,0,0
0,0.0636,61,0,0.2214,12195,15,0,1,0,1
0,0.9617,24,0,0.2587,3900,5,0,0,0,0
0,0.2452,49,0,0.3711,4833,14,0,1,0,0
0,0.4589,81,0,0.2885,6019,13,0,0,0,0
0,0.3876,48,1,0.2966,6298,10,0,1,0,2
1,1,55,0,0.0025,1626,0,0,0,0,0
0,0.1073,73,0,0.0127,2670,3,0,0,0,0
0,0.4477,76,0,0.7837,4700,12,0,2,0,1
0,0.0632,46,0,0.2577,7833,5,0,1,0,3
0,0.1223,31,0,0.1291,3400,7,0,0,0,0
0,0.2881,68,0,0.6315,4688,14,0,3,0,0
0,0.2367,64,0,0.3937,4200,11,0,1,0,0
0,0,60,0,0.1517,15865,14,0,1,0,0
0,0,35,0,0,3362,1,0,0,0,0
0,0.048,35,0,0.1695,16916,12,0,3,0,0
0,0.1695,54,0,0.3098,11036,8,0,2,0,3
0,0.0628,31,0,0.2002,5200,5,0,1,0,3
0,0.0103,57,0,0.098,6100,4,0,0,0,0
0,0.0254,65,0,0.0548,6245,9,0,1,0,0
0,0.6332,35,0,0.4084,3750,5,0,0,0,0
0,0.1837,35,0,0.0547,2100,6,0,0,0,0
0,0.0378,62,0,0.1985,0,8,0,2,0,0
0,1,71,0,0,8000,0,0,0,0,0
0,0.0998,53,0,0.0861,4400,8,0,0,0,2
0,0.0651,60,0,0.4859,8600,15,0,2,0,0
0,0.7179,31,0,0.4214,2500,3,0,0,0,0
0,0.2717,31,0,0.3697,4540,6,0,1,0,3
0,0.1364,42,0,0.3264,6000,7,0,1,0,2
0,0.4003,49,0,0.3496,8050,14,0,1,0,3
0,0.023,76,0,0.8749,3900,13,0,2,0,0
0,0.1133,53,0,0.3743,5984,22,0,2,0,2
0,0.9845,72,0,0.3572,7500,7,0,1,0,0
1,0.1014,51,2,0.3774,21064,9,1,4,0,1
0,0.0086,79,0,0.0067,1333,6,0,0,0,0
0,0.1366,39,1,0.2868,9166,10,0,1,0,4
0,0.1103,57,0,0.0423,5583,8,0,0,1,0
0,0.8695,43,0,0.6059,5525,6,0,1,0,1
0,0.02,84,0,0.0035,7800,3,0,0,0,0
0,0.5592,49,0,0.1075,3583,12,0,2,0,0
0,0.4416,68,0,0.1825,3500,6,0,1,0,0
0,1,57,0,0.6205,4900,11,0,2,1,1
0,0.0316,38,0,0.212,5013,8,0,2,0,3
0,0.2151,55,1,0.6328,6600,17,0,1,0,1
0,0.0252,81,0,0.57,0,15,0,0,0,0
0,1,52,0,0,2500,1,0,0,0,0
0,0.3874,50,0,0.2772,5735,9,0,1,0,1
0,0.8246,43,1,0.4071,8456,9,0,1,0,1
0,0.0236,78,0,0.142,6500,14,0,1,0,0
0,0.3708,51,0,0.3594,5700,9,0,1,0,0
0,0.0387,53,0,0.2644,8316,6,0,2,0,2
0,0.0816,67,0,0.4422,3133,11,0,2,0,0
0,0.4162,70,0,0.7255,2800,7,0,1,0,0
0,0.0011,72,0,0.1656,1243,5,0,0,0,0
0,0.0506,62,0,0.3305,5660,11,0,1,0,0
0,0.6199,28,0,0.5057,4450,11,0,1,0,0
0,0.6757,59,0,0.6497,9791,12,0,1,0,0
0,0.0456,38,0,0.6051,9300,10,0,3,0,0
0,0.0573,63,0,0.3289,7830,8,0,2,0,1
0,0.1765,55,2,0.421,1942,5,0,1,0,1
0,0.9343,55,0,0.3737,7050,5,0,1,0,2
0,0.1351,56,0,0.6743,1829,4,0,1,0,0
0,0.0771,48,0,0.3893,11500,12,0,4,0,1
0,0.0164,38,0,0.0054,2800,7,0,0,0,1
1,0.2324,40,2,0.3443,11083,15,0,2,0,2
0,0.0065,89,2,0.1527,4000,21,0,0,0,0
0,0.0256,41,0,0.3533,3362,12,0,1,0,0
0,0.4131,50,0,0.2938,10430,10,0,1,0,3
1,0.1117,48,2,0.3372,6200,4,2,1,0,2
0,0.0224,79,0,0.0019,4800,7,0,0,0,0
0,0,67,0,0.2023,2055,6,1,0,0,0
0,0.0884,47,0,0.3145,11583,9,0,1,0,3
0,0.0608,84,0,0.3647,1666,20,0,1,0,0
0,0.3611,62,0,0.1054,8100,9,0,0,0,0
0,0.0056,65,0,0.0008,6086,4,0,0,0,1
0,0.4091,50,0,0.2944,7250,7,0,2,0,0
0,0.0155,72,0,0.59,2853,11,0,1,0,0
1,1,30,0,0.0056,7800,0,0,0,1,1
0,0.0122,64,0,0.275,2875,10,0,1,0,0
0,0.0296,67,0,0.0985,2000,3,0,1,0,0
0,0.4901,63,0,0.7772,8793,12,0,4,0,1
0,0.0561,35,3,0.6788,4666,16,0,1,0,0
0,0.0909,57,1,0.1423,7334,8,0,1,0,0
0,1,28,1,0.0287,4000,6,1,0,0,1
0,0.0128,54,0,0.0094,1700,5,0,0,0,0
0,0.0049,55,0,0.0093,20000,2,0,0,0,1
1,1,21,98,0,2300,0,98,0,98,0
0,1,49,0,0.2665,742,6,0,0,0,0
0,0.016,75,0,0.4118,900,5,0,1,0,0
0,0.6674,26,0,0.0983,7650,5,0,0,0,2
0,0.7289,34,0,0.199,4000,4,0,0,0,0
0,0.9549,45,0,0.3113,17250,5,0,1,0,1
0,0.0223,56,0,0.0932,3635,5,0,0,0,0
0,1,26,0,0.3639,1480,2,0,0,0,0
0,0.4028,45,0,0.3999,6250,4,0,2,0,1
0,0.0202,66,0,0.199,15333,9,0,1,0,0
0,0.274,65,0,0.4937,5800,10,0,1,0,1
0,0.2596,46,0,0.047,8833,4,0,0,0,0
0,0.1202,68,0,0.2772,8000,17,0,1,0,0
1,1,57,9,0.1013,1573,7,0,0,0,1
1,0.3521,49,1,0.9373,3299,7,1,2,2,1
0,0.9156,29,1,0.9499,4667,6,0,2,2,1
0,0.0384,44,0,0.2509,6640,7,0,1,0,3
0,1,39,0,0.3904,6858,6,0,2,0,4
0,0.5638,71,0,0.7993,3647,7,0,1,0,0
0,0.0364,65,0,0.1416,8000,33,0,1,0,0
0,0,72,0,0.0008,3729,3,0,0,0,0
0,0.0112,45,0,0.707,6900,17,0,3,0,0
0,0.1967,36,0,0.082,8650,5,0,0,0,1
0,0.5551,42,1,0.4432,10150,9,0,4,0,0
0,0.027,33,0,0.4397,6483,8,0,1,0,0
0,0.1847,54,0,0.2853,3700,16,0,1,0,0
1,0.9678,42,0,0.4195,22000,11,0,2,0,2
0,0.2203,32,0,0.1636,1350,5,0,0,0,0
1,1,44,0,0.4666,1600,2,3,1,0,1
0,0.0591,36,0,0.2247,7009,8,0,1,0,0
0,1,33,0,0.209,2300,1,0,0,0,1
0,0.1221,56,0,0.1804,9000,2,0,1,0,0
0,0.0322,52,0,0.0084,7400,5,0,0,0,0
0,0.0309,27,0,0.0858,6190,4,0,0,0,0
0,0.0889,68,1,0.2258,16000,8,0,2,0,1
1,1,36,0,0,1600,0,1,0,0,1
0,0.7929,37,0,0.5648,4700,6,0,1,0,1
0,0.098,43,0,0.1833,9583,4,0,1,0,5
0,0.6621,53,1,0.7107,6366,13,0,2,0,1
0,0.4381,55,0,0.6187,4166,11,0,2,0,0
0,0.5822,53,1,0.898,2450,5,0,1,0,0
0,0.2643,45,0,0.4916,7300,15,0,2,0,3
0,0.0179,51,0,0.2597,10607,10,0,1,0,0
0,0.0137,68,0,0.1816,2180,5,0,1,0,0
0,0.0438,70,0,0.1552,10500,7,0,1,0,0
0,0.156,62,0,0.9052,5000,9,0,1,0,0
0,0,53,0,0.0029,4200,10,0,0,0,2
0,0.146,58,0,0.1701,7288,6,1,1,0,0
0,0,36,0,0.4372,3750,4,0,1,0,1
0,0.9755,50,4,0.7087,3844,12,0,1,0,1
0,0.1783,50,0,0.5484,4580,13,0,2,0,4
0,0.6542,45,0,0.2726,7600,7,0,2,0,2
0,0.1312,78,0,0.4253,6550,20,1,4,0,2
0,0.0738,60,0,0.011,17500,10,0,0,0,1
1,0.1082,35,1,0.0647,4000,2,3,0,1,2
0,1,22,98,0,300,0,98,0,98,0
0,0.9838,55,1,0.4549,3800,4,2,2,0,3
0,0.7463,29,1,0.0685,4216,2,3,0,0,0
0,0.0979,40,0,0.5827,6980,10,0,2,0,1
0,0.0549,86,0,0.4083,3100,5,0,2,0,0
0,0.2691,47,1,0.4802,9350,9,0,1,0,1
0,0.737,57,0,0.1599,21816,19,0,0,0,2
0,0.0289,64,0,0.3223,4914,13,0,2,0,0
1,0.8723,26,0,0.1169,2600,2,1,0,0,0
0,0,67,0,0.021,7237,3,0,0,0,0
0,0.1029,51,0,0.2538,15000,14,0,2,0,0
0,0.8169,52,2,0.5091,18331,16,0,2,0,0
0,0.0518,34,0,0.4409,6000,13,0,2,0,0
0,0.9488,25,0,0.2153,1750,10,0,0,0,0
0,0.2707,55,0,0.3811,7500,5,0,1,0,3
0,0.5141,45,0,0.6483,5800,7,0,2,0,1
0,0.2269,24,0,0.0122,3614,4,0,0,1,1
0,0.023,69,0,0.07,5367,4,0,0,0,1
0,0.017,44,0,0.5227,3835,10,0,1,0,1
1,0.9322,44,0,0.6389,7000,6,0,2,0,1
0,0.2901,37,0,0.4165,10668,9,0,2,0,3
0,0.3109,41,0,0.0759,3321,5,0,0,0,0
0,0.2571,53,0,0.6593,9383,13,0,5,0,0
1,0.3768,31,0,0.1521,2800,5,0,1,0,2
0,0.0006,69,0,0.3312,2562,28,0,1,0,0
0,0.0562,31,1,0.0455,1800,6,0,0,0,0
0,0.0176,41,0,0.2991,15750,10,0,3,0,1
0,0.5845,55,0,0.3471,6672,5,0,1,0,3
0,0.3014,53,0,0.2433,12500,19,0,3,0,0
0,0.4125,50,0,0.4344,11451,10,0,2,0,4
0,0.0126,60,0,0.2689,7956,10,0,1,0,0
0,0.0866,55,0,0.1421,7122,4,0,1,0,0
1,1,28,2,0.2077,1280,1,2,0,2,0
1,0.8142,46,0,0.5294,4109,9,0,1,0,0
0,0.7145,49,0,0.6822,8900,22,0,3,0,0
0,0.0575,56,0,0.3903,2400,4,0,1,0,0
0,0.1097,55,0,0.5681,4250,9,0,1,0,1
0,0.0584,43,0,0.5033,4000,13,0,9,0,2
0,0.0257,52,0,0.0936,7317,4,0,1,0,0
0,0.5739,42,0,0.4692,4927,7,0,1,0,3
0,0.0911,58,0,0.2799,5254,7,0,2,0,1
0,0,46,0,0.1684,3300,4,0,0,0,2
0,0.0536,50,0,0.3626,11499,25,0,3,0,0
0,0.2754,33,0,0.1233,3666,5,0,0,0,0
0,0,42,0,0.1683,7666,3,0,1,0,2
0,0.041,72,0,0.0037,10159,5,0,0,0,0
0,0.0137,77,0,0.2664,4902,14,0,2,0,1
0,0.7284,35,0,0.8915,3500,11,0,1,0,1
0,0.459,59,1,0.4182,9583,19,0,2,0,0
0,0.0598,55,0,0.3437,9000,12,0,2,0,2
0,0.0342,61,0,0.149,7500,7,0,1,0,0
1,0.1031,29,4,0.4502,2600,6,4,0,1,0
0,0.1853,33,2,0.0279,7416,6,0,0,0,0
0,1,34,0,0.0584,5800,1,0,0,0,0
0,0.0617,58,0,0.1758,3333,2,0,1,0,0
1,0,72,0,0.0024,14300,11,0,0,2,1
0,0.183,62,0,0.3495,4600,10,0,1,0,0
0,0.9807,28,0,0.217,5750,16,0,0,1,0
0,0.0499,72,0,0.0078,5000,8,0,0,0,0
0,0,46,0,0,5033,2,0,0,0,0
0,0.6757,33,0,0.3722,5400,11,0,0,0,0
0,0.182,49,0,0.0255,2394,1,0,0,0,1
0,1,54,0,0.2512,4728,2,0,1,0,0
0,0.0453,26,0,0.0188,2500,5,0,0,0,2
0,0.1214,42,0,0.2009,5500,2,6,0,2,1
0,0.0729,67,0,0.4088,6890,12,0,2,0,1
0,0.1972,55,0,0.3509,15000,13,0,2,0,0
0,0.0697,54,0,0.1938,8969,5,0,1,0,0
0,0.7437,23,1,0.0396,3862,3,0,0,0,1
0,0.0622,57,0,0.2539,4583,7,0,1,0,1
0,0.4855,26,0,0.1943,2500,4,0,0,0,0
0,0.0047,65,0,0.0005,13400,7,0,0,0,0
0,0.2268,67,0,0.1035,8900,11,0,0,0,1
0,0.8752,26,0,0.2349,4200,10,0,0,0,4
0,0.3704,44,0,0.2771,5000,6,0,0,0,0
0,0.0974,44,0,0.5425,7883,8,0,2,0,2
0,0.4546,48,0,0.2928,6335,29,0,0,0,0
0,0.0075,88,1,0.1517,417,11,0,0,0,0
0,0.0425,52,0,0.3827,3200,13,0,1,0,2
0,0,57,0,0.2243,12500,14,0,1,0,1
1,1,41,2,0.1454,2400,2,0,0,0,3
0,0.7031,47,0,0.6383,5583,13,0,1,0,1
0,0.0143,63,0,0.35,4310,7,0,1,0,0
0,0,47,1,0.5443,5950,11,0,3,0,4
0,0.0024,45,0,0.2278,2422,7,0,0,0,5
0,0.003,39,2,0.0662,8900,7,0,0,0,0
0,0.1474,50,1,0.2363,8800,14,0,4,0,3
0,1,35,2,0.3406,3725,3,0,1,0,0
0,0.3554,57,0,0.1806,3666,18,0,2,0,0
0,0.5883,56,2,0.2636,4848,8,0,1,0,0
0,0.4778,40,0,0.0108,53000,6,0,0,0,0
0,0,58,0,0.15,19166,6,0,2,0,0
0,0,60,0,0.1844,11583,5,0,1,0,0
0,0.1721,48,0,0.1701,7000,9,0,1,0,0
0,0.1328,55,0,0.1168,4666,5,0,1,0,0
0,0.0142,74,0,0.0374,3257,9,0,0,0,1
0,0.0283,66,0,0.3174,11013,9,0,2,0,1
1,0.4837,42,1,0.3809,7067,7,0,2,0,1
0,0.0699,36,0,0.0984,5000,7,0,0,0,0
0,0.0045,63,0,0.1882,6900,14,0,1,0,0
0,0.509,62,0,0.3656,3073,8,0,1,0,1
0,0.0814,56,0,0.3723,7665,12,0,1,0,1
0,0.6728,29,0,0.686,0,8,0,0,0,1
0,0.8228,52,0,0.0999,5583,3,0,0,0,0
1,0.0849,59,0,0.5964,13186,18,0,4,0,1
0,0.0669,27,0,0.1546,6100,6,0,1,2,1
0,0.3419,61,0,0.5885,10000,15,0,4,0,0
0,0.6907,53,0,0.4231,6900,7,0,2,0,3
0,0.354,67,0,0.2284,2000,5,0,0,0,0
0,0.0258,48,0,0.4222,3400,9,0,2,0,3
0,0,46,1,0.9438,2651,10,0,1,0,0
0,0.011,68,0,0.3248,3247,5,0,1,0,0
0,0.067,76,0,0.2247,4881,11,0,1,0,0
0,0.1072,41,0,0.2263,5400,8,0,1,0,3
0,0.7642,27,0,0.0072,4166,1,0,0,0,0
1,0.3096,45,1,0.2154,20000,10,0,1,0,0
0,0.3937,47,0,0.3334,7200,13,0,1,0,2
0,0,65,0,0.1745,12166,4,0,1,0,1
0,0.3718,61,4,0.4649,11750,21,0,3,0,0
0,0,53,0,0.1966,4120,2,0,1,0,3
0,0.2928,35,0,0.3748,4500,9,0,1,0,2
0,0.6757,36,0,0.7379,8315,11,0,1,0,2
0,0.1999,78,0,0.3626,2492,8,0,0,0,0
0,0.1224,50,2,0.5551,5000,17,0,3,0,0
1,0.9627,57,3,0.1497,0,15,1,8,2,3
0,0.1323,35,0,0.3505,16666,11,0,2,0,0
0,0.0894,41,0,0.2601,0,15,0,2,0,1
0,0.0033,29,0,0.1173,2300,4,0,0,0,0
0,0.555,49,0,0.434,9480,14,0,2,0,0
0,0.0867,60,0,0.4922,7083,8,0,1,0,1
